Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 103,C#CCOc1ccc2c(c1)c(nc(=O)n2Cc1ccc2c(c1)ncc(n2)Br)c1ccc(cc1)C(C)C,C29H23BrN4O2,539.42,36,26,0.17,6,5,0,146.83,69.90,4.60,5.88,6.03,4.09,6.80,5.48,-7.03,5.07e-05,9.39e-08,Poorly soluble,-7.12,4.08e-05,7.57e-08,Poorly soluble,-10.46,1.88e-08,3.48e-11,Insoluble,High,No,No,No,Yes,Yes,No,Yes,-5.42,1,3,0,1,1,0.55,0,1,2,3.54
Molecule 104,Oc1ccc2c(c1)c1c([nH]2)cc(c2c1c(=O)[nH]c2=O)c1ccccc1,C20H12N2O3,328.32,25,22,0.00,1,3,3,98.85,85.95,1.54,3.45,3.33,3.25,4.93,3.30,-4.63,7.62e-03,2.32e-05,Moderately soluble,-4.94,3.80e-03,1.16e-05,Moderately soluble,-7.57,8.86e-06,2.70e-08,Poorly soluble,High,No,No,Yes,No,No,No,No,-5.85,0,0,0,0,0,0.55,0,0,0,2.30
Molecule 105,C=CCn1nc(c2c1c(ccc2)C(F)(F)F)c1ccc(cc1O)O,C17H13F3N2O2,334.29,24,15,0.12,4,6,2,84.62,58.28,2.13,4.15,5.47,3.04,3.75,3.71,-4.73,6.29e-03,1.88e-05,Moderately soluble,-5.08,2.77e-03,8.29e-06,Moderately soluble,-5.16,2.31e-03,6.90e-06,Moderately soluble,High,Yes,No,Yes,Yes,No,Yes,No,-5.39,0,0,0,0,0,0.55,0,1,1,2.87
Molecule 106,Fc1ccc(cc1)Cc1ccc(o1)C(=O)/C=C(/c1nc[nH]n1)\O,C16H12FN3O3,313.28,23,16,0.06,5,6,2,79.44,92.01,2.05,3.23,3.33,0.45,3.36,2.49,-4.00,3.12e-02,9.95e-05,Moderately soluble,-4.84,4.58e-03,1.46e-05,Moderately soluble,-5.24,1.80e-03,5.74e-06,Moderately soluble,High,No,No,Yes,No,No,No,No,-5.92,0,0,0,0,0,0.56,0,2,0,3.36
Molecule 107,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)OC(=O)N1CCC(CC1)CCn1ccc2c1ccc(c2)n1c(=O)[nH]nc1c1cc(C(C)C)c(cc1O)O,C49H49N7O9,879.95,65,36,0.35,11,11,4,248.60,207.03,5.72,5.44,6.33,3.40,6.46,5.47,-8.41,3.45e-06,3.92e-09,Poorly soluble,-9.54,2.52e-07,2.86e-10,Poorly soluble,-11.75,1.57e-09,1.78e-12,Insoluble,Low,No,Yes,No,No,No,No,Yes,-7.81,2,4,2,2,5,0.17,0,0,3,7.09
Molecule 108,N#Cc1ccc(cc1)Cn1nc(c(c1C)NC(=O)c1cc(nc2c1ccc(c2)F)C(=O)N)C(F)(F)F,C24H16F4N6O2,496.42,36,21,0.12,7,9,2,120.23,126.69,2.70,3.28,5.55,2.16,4.24,3.59,-4.95,5.52e-03,1.11e-05,Moderately soluble,-5.62,1.20e-03,2.42e-06,Moderately soluble,-8.21,3.08e-06,6.21e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.00,0,1,0,0,0,0.55,0,0,1,3.37
Molecule 109,COc1cc[nH]c1/C=C/1\C(=O)Nc2c1c(C#C[C@H]([C@H]([C@H](O)C)N)O)c(cc2)F,C20H20FN3O4,385.39,28,11,0.25,4,6,5,105.13,120.60,2.24,0.21,0.89,0.42,2.94,1.34,-2.39,1.58e+00,4.09e-03,Soluble,-2.30,1.92e+00,4.99e-03,Soluble,-4.09,3.10e-02,8.04e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.50,0,0,0,0,0,0.55,0,2,1,4.56
Molecule 110,CO[C@H](Cn1c(=O)n(c2c1c1cc(ccc1nc2)c1cncc(c1)C(O)(C)C)C)C,C23H26N4O3,406.48,30,19,0.35,5,5,1,118.38,82.17,3.15,1.74,3.10,1.56,3.33,2.57,-3.60,1.03e-01,2.54e-04,Soluble,-3.08,3.36e-01,8.27e-04,Soluble,-6.13,2.98e-04,7.33e-07,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.54,0,0,0,0,0,0.55,0,0,1,3.84
Molecule 111,O=C1N=c2c(=C1CNc1ccc(cc1)S(=O)(=O)Nc1ccccn1)c1scnc1cc2,C21H15N5O3S2,449.51,31,21,0.05,6,6,2,121.74,150.03,1.34,2.12,2.23,1.37,3.72,2.16,-4.07,3.85e-02,8.55e-05,Moderately soluble,-4.90,5.64e-03,1.25e-05,Moderately soluble,-8.41,1.73e-06,3.85e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.54,0,0,1,1,1,0.55,0,0,1,3.94
Molecule 112,C=CC(=O)N1CCN([C@H](C1)C)c1nc(=O)n(c2c1cc(F)c(n2)c1c(O)cccc1F)c1c(C)ccnc1C(C)C,C30H30F2N6O3,560.59,41,22,0.30,6,8,1,160.26,104.45,3.83,3.97,4.56,3.41,4.89,4.13,-5.82,8.53e-04,1.52e-06,Moderately soluble,-5.86,7.66e-04,1.37e-06,Moderately soluble,-7.98,5.92e-06,1.06e-08,Poorly soluble,High,No,Yes,No,No,Yes,No,No,-6.90,1,3,0,0,0,0.55,0,1,2,4.65
Molecule 113,Clc1ccc(c(c1)Cl)S(=O)(=O)Nc1cc(Cl)c(c(c1)Cl)Oc1cnc2c(c1)cccc2,C21H12Cl4N2O3S,514.21,31,22,0.00,5,4,1,125.41,76.67,3.20,6.75,8.33,4.65,5.63,5.71,-7.48,1.72e-05,3.34e-08,Poorly soluble,-8.17,3.51e-06,6.83e-09,Poorly soluble,-10.72,9.78e-09,1.90e-11,Insoluble,Low,No,No,No,Yes,Yes,Yes,Yes,-4.64,2,2,0,1,1,0.17,0,0,2,3.17
Molecule 114,O=Cc1scc(n1)c1ccc2c(c1)nccc2Nc1cc(O)ccc1C,C20H15N3O2S,361.42,26,21,0.05,4,4,2,104.77,103.35,2.31,4.23,4.93,1.53,5.03,3.61,-5.08,3.01e-03,8.33e-06,Moderately soluble,-6.11,2.80e-04,7.74e-07,Poorly soluble,-7.40,1.45e-05,4.01e-08,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-5.50,0,0,0,0,0,0.55,0,1,2,2.88
Molecule 115,COc1ccc2c(c1/C=N/NC(=O)c1ccc(c(c1)O)O)cccc2,C19H16N2O4,336.34,25,16,0.05,5,5,3,95.65,91.15,2.27,3.70,3.02,2.20,3.10,2.86,-4.40,1.34e-02,3.98e-05,Moderately soluble,-5.30,1.67e-03,4.96e-06,Moderately soluble,-5.63,7.87e-04,2.34e-06,Moderately soluble,High,No,No,No,No,Yes,Yes,No,-5.72,0,0,0,0,0,0.55,1,2,1,2.77
Molecule 116,OC(=O)c1ccc(cc1O)Nc1scc(n1)c1ccc(c(c1)C)F,C17H13FN2O3S,344.36,24,17,0.06,4,5,3,91.00,110.69,2.51,4.68,4.83,1.51,4.22,3.55,-5.18,2.26e-03,6.55e-06,Moderately soluble,-6.73,6.38e-05,1.85e-07,Poorly soluble,-5.81,5.33e-04,1.55e-06,Moderately soluble,High,No,No,Yes,No,Yes,No,No,-5.08,0,0,0,0,0,0.56,0,0,1,2.86
Molecule 117,CO[C@@H]1[C@@H](OC(=O)c2ccc([nH]2)C)[C@@H](O)[C@@H](OC1(C)C)Oc1ccc2c(c1Cl)oc(=O)c(c2O)NC(=O)c1ccc(c(c1)CC=C(C)C)O,C35H37ClN2O11,697.13,49,21,0.34,11,11,5,180.99,189.78,4.04,5.33,5.18,1.52,5.29,4.27,-7.11,5.40e-05,7.74e-08,Poorly soluble,-9.07,5.97e-07,8.56e-10,Poorly soluble,-8.49,2.25e-06,3.22e-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-6.77,2,3,2,1,4,0.17,0,2,3,6.22
Molecule 118,CO[C@@]1(CC[C@@H](CC1)c1nc(C)cc(n1)Nc1n[nH]c(c1)C)C(=O)N[C@H](c1ccc(nc1)n1ncc(c1)F)C,C27H32FN9O2,533.60,39,22,0.41,9,8,3,143.26,135.53,3.44,3.08,4.30,1.65,3.48,3.19,-4.91,6.53e-03,1.22e-05,Moderately soluble,-5.59,1.36e-03,2.55e-06,Moderately soluble,-8.56,1.47e-06,2.76e-09,Poorly soluble,Low,No,Yes,Yes,No,No,Yes,Yes,-7.37,2,3,0,1,0,0.17,0,0,2,5.08
Molecule 119,CNC(=O)c1nccc(c1)Oc1ccc2c(c1)[nH]c(n2)Nc1ccc(c(c1)C(F)(F)F)Cl,C21H15ClF3N5O2,461.82,32,21,0.10,7,7,3,112.96,91.93,2.82,4.94,6.68,2.97,4.58,4.40,-5.84,6.69e-04,1.45e-06,Moderately soluble,-6.61,1.14e-04,2.47e-07,Poorly soluble,-9.12,3.52e-07,7.62e-10,Poorly soluble,Low,No,No,Yes,Yes,Yes,Yes,Yes,-5.61,0,1,0,1,0,0.55,0,0,2,2.93
Molecule 120,COC(=O)[C@@H](NC(=O)c1c(Cl)cccc1Cl)Cc1ccc(cc1)n1c(=O)c2cc(ccc2n(c1=O)C)N(C)C,C28H26Cl2N4O5,569.44,39,22,0.21,9,5,1,152.48,102.64,3.86,4.94,3.58,3.55,4.32,4.05,-6.31,2.81e-04,4.94e-07,Poorly soluble,-6.83,8.37e-05,1.47e-07,Poorly soluble,-8.52,1.70e-06,2.99e-09,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-6.27,1,2,0,0,0,0.55,0,0,3,3.93
Molecule 121,O=C([C@H](Cc1c[nH]c2c1cccc2)N)OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)O,C21H24N7O8P,533.43,37,18,0.33,9,12,6,127.18,243.76,0.78,-4.02,-0.58,-1.48,-1.89,-1.44,-0.38,2.22e+02,4.16e-01,Very soluble,-0.50,1.69e+02,3.17e-01,Very soluble,-2.32,2.57e+00,4.82e-03,Soluble,Low,No,No,No,No,No,No,No,-12.41,3,2,1,1,4,0.17,0,1,2,5.31
Molecule 122,[O-]c1ccc(cc1c1nc2c([nH]1)ccc(c2)C(=[NH2+])N)OC(F)(F)F,C15H11F3N4O2,336.27,24,15,0.07,4,6,3,80.28,112.58,1.76,2.94,3.00,1.87,2.90,2.49,-3.98,3.56e-02,1.06e-04,Soluble,-4.97,3.63e-03,1.08e-05,Moderately soluble,-5.18,2.20e-03,6.55e-06,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.26,0,0,0,0,0,0.55,0,2,0,2.32
Molecule 123,Nc1ncccc1c1nc2c(n1c1ccc(cc1)C1(N)CCC1)nc(cc2)c1ccccc1,C27H24N6,432.52,33,27,0.15,4,4,2,131.80,95.64,3.81,3.83,4.97,3.54,4.09,4.05,-5.28,2.29e-03,5.30e-06,Moderately soluble,-5.53,1.26e-03,2.92e-06,Moderately soluble,-9.16,2.96e-07,6.85e-10,Poorly soluble,High,No,Yes,Yes,Yes,No,Yes,No,-6.22,0,1,0,0,0,0.55,0,0,2,3.47
Molecule 124,COC(=O)Nc1[nH]c2c(n1)cc(cc2)C1(O)c2ccccc2C(=O)N1c1cc(Cl)ccc1C,C24H19ClN4O4,462.89,33,21,0.12,5,5,3,127.48,107.55,2.30,3.91,3.88,3.78,3.74,3.52,-5.31,2.25e-03,4.85e-06,Moderately soluble,-5.87,6.29e-04,1.36e-06,Moderately soluble,-8.13,3.45e-06,7.45e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,No,No,-6.35,0,0,0,0,0,0.55,0,0,2,3.61
Molecule 125,CN(C1=CCC2=C(c3ccc(cc3C(=O)O)N3C(=O)C=CC3=O)c3c(OC2=C1)cc(cc3)N(C)C)C,C28H25N3O5,483.52,36,12,0.18,5,5,1,139.81,90.39,3.30,2.95,3.43,2.36,2.39,2.89,-4.61,1.18e-02,2.44e-05,Moderately soluble,-4.51,1.49e-02,3.09e-05,Moderately soluble,-5.26,2.68e-03,5.53e-06,Moderately soluble,High,No,No,No,No,Yes,No,Yes,-7.15,0,2,0,0,0,0.56,1,1,1,4.52
Molecule 126,Oc1cc(O)c2c(c1)oc(cc2=O)c1cc(O)c(c(c1)O)O,C15H10O7,302.24,22,16,0.00,1,7,5,78.04,131.36,1.33,2.17,1.99,-0.56,1.54,1.30,-3.55,8.46e-02,2.80e-04,Soluble,-4.56,8.29e-03,2.74e-05,Moderately soluble,-3.24,1.73e-01,5.73e-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-6.60,0,0,0,0,0,0.55,1,1,0,3.05
Molecule 127,COc1c(O)cc2c(c1O)c(=O)cc(o2)c1ccc(cc1)O,C16H12O6,300.26,22,16,0.06,2,6,3,80.48,100.13,2.27,2.99,2.59,0.22,2.55,2.12,-3.99,3.06e-02,1.02e-04,Soluble,-4.76,5.26e-03,1.75e-05,Moderately soluble,-4.52,9.07e-03,3.02e-05,Moderately soluble,High,No,No,Yes,No,No,Yes,Yes,-6.01,0,0,0,0,0,0.55,0,0,0,3.12
Molecule 128,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(cc2O)O,C16H12O6,300.26,22,16,0.06,2,6,3,80.48,100.13,2.47,3.10,2.59,0.22,2.55,2.19,-4.06,2.61e-02,8.69e-05,Moderately soluble,-4.87,4.04e-03,1.35e-05,Moderately soluble,-4.52,9.07e-03,3.02e-05,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-5.93,0,0,0,0,0,0.55,0,0,0,3.05
Molecule 129,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(=O)[nH]c(n2)N)C,C20H21N7O6,455.42,33,16,0.25,10,9,5,116.82,204.49,0.34,-0.94,-0.16,-0.66,0.20,-0.25,-1.77,7.73e+00,1.70e-02,Very soluble,-2.87,6.14e-01,1.35e-03,Soluble,-4.25,2.54e-02,5.57e-05,Moderately soluble,Low,No,No,No,No,No,No,No,-9.75,1,0,1,1,1,0.11,0,0,2,3.55
Molecule 130,CNC(=O)c1nccc(c1)Oc1ccc(c(c1)F)NC(=O)Nc1ccc(c(c1)C(F)(F)F)Cl,C21H15ClF4N4O3,482.82,33,18,0.10,9,8,3,112.44,92.35,3.51,4.17,6.88,3.28,4.21,4.41,-5.27,2.59e-03,5.37e-06,Moderately soluble,-5.82,7.35e-04,1.52e-06,Moderately soluble,-8.86,6.63e-07,1.37e-09,Poorly soluble,Low,No,No,Yes,Yes,Yes,Yes,Yes,-6.28,0,2,0,1,0,0.55,0,0,3,3.04
Molecule 131,O=C(c1sccc1NCc1ccnc2c1cccc2)Nc1ccc(cc1)OC(F)(F)F,C22H16F3N3O2S,443.44,31,21,0.09,8,6,2,114.31,91.49,3.55,6.25,6.79,2.96,5.48,5.00,-6.50,1.40e-04,3.16e-07,Poorly soluble,-7.96,4.88e-06,1.10e-08,Poorly soluble,-8.97,4.76e-07,1.07e-09,Poorly soluble,Low,No,No,Yes,Yes,Yes,Yes,Yes,-4.57,0,1,0,1,1,0.55,0,0,3,3.07
Molecule 132,COc1cc(ccc1O)c1cc(=O)c2c(o1)c(CC=C(C)C)c(cc2O)O,C21H20O6,368.38,27,16,0.19,4,6,3,104.20,100.13,3.29,5.03,4.09,1.31,4.28,3.60,-5.47,1.26e-03,3.41e-06,Moderately soluble,-6.87,4.93e-05,1.34e-07,Poorly soluble,-5.75,6.58e-04,1.79e-06,Moderately soluble,High,No,No,No,No,Yes,No,No,-4.98,0,0,0,0,1,0.55,0,1,2,3.69
Molecule 133,OC(=O)CN1C(=O)/C(=C/c2c[nH]c3c2cccc3)/N=C1[C@H]([C@H](O)C)N,C17H18N4O4,342.35,25,9,0.24,5,6,4,99.59,132.01,1.41,-2.17,-0.33,-0.13,1.52,0.06,-0.53,1.01e+02,2.94e-01,Very soluble,-0.07,2.90e+02,8.48e-01,Very soluble,-2.70,6.88e-01,2.01e-03,Soluble,High,No,No,No,No,No,No,No,-9.93,0,0,0,1,1,0.55,1,1,0,4.30
Molecule 134,CN1CCN(CC1)c1ccc(c(c1)NC1CCOCC1)C(=O)Nc1n[nH]c2c1cc(cc2)Cc1cc(F)cc(c1)F,C31H34F2N6O2,560.64,41,21,0.35,8,6,3,163.44,85.52,3.75,5.72,4.72,4.00,5.12,4.66,-6.77,9.51e-05,1.70e-07,Poorly soluble,-7.28,2.92e-05,5.21e-08,Poorly soluble,-9.78,9.39e-08,1.67e-10,Poorly soluble,High,No,Yes,No,Yes,No,Yes,No,-5.66,1,3,0,0,1,0.55,0,0,3,4.06
Molecule 135,Cc1csc(c1)c1nnc(c2c1cccc2)Nc1ccc(cc1)Oc1ncccc1c1ccnc(n1)N,C28H21N7OS,503.58,37,33,0.04,6,6,2,147.10,139.97,3.52,5.10,6.64,3.17,5.47,4.78,-6.44,1.83e-04,3.64e-07,Poorly soluble,-7.78,8.30e-06,1.65e-08,Poorly soluble,-11.19,3.28e-09,6.52e-12,Insoluble,Low,No,No,No,No,No,No,Yes,-5.75,1,3,0,2,1,0.55,0,0,2,3.96
Molecule 136,Clc1ccc2c(c1Nc1ccnc(n1)Nc1cccc(c1)S(=O)(=O)N)OCO2,C17H14ClN5O4S,419.84,28,18,0.06,5,7,3,103.19,136.84,2.31,2.96,4.07,1.47,0.97,2.36,-4.45,1.48e-02,3.52e-05,Moderately soluble,-5.50,1.34e-03,3.19e-06,Moderately soluble,-6.63,9.84e-05,2.34e-07,Poorly soluble,Low,No,No,Yes,No,Yes,No,Yes,-6.76,0,0,0,1,0,0.55,0,0,1,3.34
Molecule 137,c1ccc2c(c1)c(c[nH]2)Cc1c[nH]c2c1cccc2,C17H14N2,246.31,19,18,0.06,2,0,2,79.61,31.58,1.99,4.10,4.24,3.00,5.01,3.67,-4.52,7.45e-03,3.03e-05,Moderately soluble,-4.47,8.37e-03,3.40e-05,Moderately soluble,-7.10,1.97e-05,8.00e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-4.89,0,0,0,0,0,0.55,0,0,2,1.91
Molecule 138,CO[C@@H]1[C@@H](OC(=O)N)[C@@H](O)[C@@H](OC1(C)C)Oc1ccc2c(c1C)oc(=O)c(c2O)NC(=O)c1ccc(c(c1)CC=C(C)C)O,C31H36N2O11,612.62,44,16,0.39,10,11,5,160.02,200.01,3.74,3.32,3.44,0.91,2.85,2.85,-5.34,2.81e-03,4.58e-06,Moderately soluble,-7.20,3.90e-05,6.36e-08,Poorly soluble,-5.91,7.54e-04,1.23e-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,-7.68,2,3,1,1,3,0.17,0,2,2,6.06
Molecule 139,Clc1ccc(cc1)C1=C(CCC2(C1)CCC2)CN1CCN(CC1)c1ccc(c(c1)Oc1cnc2c(c1)cc[nH]2)C(=O)NS(=O)(=O)c1ccc(c(c1)[N+](=O)[O-])NC[C@H]1COCCO1,C45H48ClN7O8S,882.42,62,27,0.38,14,10,3,245.68,192.32,5.40,7.45,7.92,2.48,4.19,5.49,-9.40,3.49e-07,3.96e-10,Poorly soluble,-11.32,4.22e-09,4.78e-12,Insoluble,-12.85,1.26e-10,1.43e-13,Insoluble,Low,No,Yes,No,No,No,No,Yes,-6.39,2,4,2,2,4,0.17,0,2,3,6.95
Molecule 140,CN(c1ccc2c(c1)nn(c2C)C)c1ccnc(n1)Nc1ccc(c(c1)S(=O)(=O)N)C,C21H23N7O2S,437.52,31,21,0.19,5,6,2,121.50,127.41,2.45,3.07,4.22,1.88,0.89,2.50,-4.66,9.62e-03,2.20e-05,Moderately soluble,-5.41,1.69e-03,3.87e-06,Moderately soluble,-6.77,7.50e-05,1.71e-07,Poorly soluble,Low,No,No,No,No,Yes,No,Yes,-6.79,0,0,0,0,0,0.55,0,0,1,3.44
Molecule 141,CNc1nc(NC2CCN(CC2)Cc2ccc3c(c2C)cc(n3C[C@@H](N2CCN(CC2)S(=O)(=O)C)C)C#N)c2c(n1)sc(c2)CC(F)(F)F,C33H42F3N9O2S2,717.87,49,18,0.55,11,11,2,199.77,159.04,4.96,5.64,5.68,1.54,4.45,4.45,-7.39,2.93e-05,4.08e-08,Poorly soluble,-8.74,1.30e-06,1.80e-09,Poorly soluble,-8.79,1.15e-06,1.61e-09,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-6.67,2,4,2,1,4,0.17,0,0,3,5.85
Molecule 142,CNC(=O)c1nccc(c1)Oc1ccc(cc1)NC(=O)Nc1ccc(c(c1)C(F)(F)F)Cl,C21H16ClF3N4O3,464.82,32,18,0.10,9,7,3,112.48,92.35,3.42,4.07,6.32,2.91,3.78,4.10,-5.11,3.62e-03,7.79e-06,Moderately soluble,-5.71,8.98e-04,1.93e-06,Moderately soluble,-8.60,1.16e-06,2.50e-09,Poorly soluble,Low,No,No,Yes,Yes,Yes,Yes,Yes,-6.25,0,1,0,1,0,0.55,0,0,3,2.87
Molecule 143,C/C(=C\C=C\C(=C\C(=O)O)\C)/C=C/c1c(C)cc(c(c1C)C)O,C20H24O3,312.40,23,6,0.25,5,3,2,97.07,57.53,3.42,4.07,4.76,2.91,3.78,4.10,-5.11,3.62e-03,7.79e-06,Moderately soluble,-5.71,8.98e-04,1.93e-06,Moderately soluble,-8.60,1.16e-06,2.50e-09,Poorly soluble,Low,No,No,Yes,Yes,Yes,Yes,Yes,-6.25,0,1,0,1,0,0.55,0,0,3,2.87
Molecule 144,Oc1cc2oc(cc(=O)c2c(c1O)O)c1ccccc1,C15H10O5,270.24,20,16,0.00,1,5,3,73.99,90.90,2.43,3.16,2.58,0.52,2.52,2.24,-4.03,2.51e-02,9.28e-05,Moderately soluble,-4.74,4.93e-03,1.82e-05,Moderately soluble,-4.40,1.07e-02,3.94e-05,Moderately soluble,High,No,No,Yes,No,No,Yes,Yes,-5.70,0,0,0,0,0,0.55,1,1,0,3.02
Molecule 145,N=C(Nc1ccc(cc1)OC(F)(F)F)NC(=N)N1CCCC1,C13H16F3N5O,315.29,22,6,0.38,7,6,4,81.15,84.23,2.57,2.57,3.24,1.42,1.34,2.23,-3.15,2.21e-01,7.02e-04,Soluble,-3.99,3.25e-02,1.03e-04,Soluble,-3.74,5.72e-02,1.82e-04,Soluble,High,No,Yes,No,No,No,No,No,-6.40,0,0,0,0,0,0.55,0,2,0,2.68
Molecule 146,O=C(Nc1nccs1)Nc1cccc(c1)S(=O)(=O)N1CCN(CC1)c1ccccn1,C19H20N6O3S2,444.53,30,17,0.21,7,6,2,122.70,144.15,2.64,1.85,2.63,1.00,0.75,1.77,-3.72,8.49e-02,1.91e-04,Soluble,-4.50,1.41e-02,3.18e-05,Moderately soluble,-5.60,1.13e-03,2.54e-06,Moderately soluble,Low,No,Yes,No,No,Yes,No,Yes,-7.70,0,0,1,1,0,0.55,0,0,1,3.53
Molecule 147,C/C(=C\Cn1c(=O)c2cccc(c2[nH]c2c1cc(O)cc2O)O)/CC/C=C(/CCC=C(C)C)\C,C28H34N2O4,462.58,34,15,0.32,8,4,4,142.09,98.48,2.64,1.85,6.58,1.00,0.75,1.77,-3.72,8.49e-02,1.91e-04,Soluble,-4.50,1.41e-02,3.18e-05,Moderately soluble,-5.60,1.13e-03,2.54e-06,Moderately soluble,Low,No,Yes,No,No,Yes,No,Yes,-7.70,0,0,1,1,0,0.55,0,0,1,3.53
Molecule 148,N=C1NC(=O)/C(=C/c2ccc(o2)c2ccc(cc2)C(=O)O)/S1,C15H10N2O4S,314.32,22,11,0.00,3,5,3,86.79,128.69,1.70,2.57,2.29,0.93,2.71,2.04,-3.58,8.27e-02,2.63e-04,Soluble,-4.92,3.77e-03,1.20e-05,Moderately soluble,-4.43,1.17e-02,3.72e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.39,0,0,0,0,0,0.55,0,2,0,3.41
Molecule 149,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)O)O,C15H10O6,286.24,21,16,0.00,1,6,4,76.01,111.13,1.86,2.53,2.28,-0.03,2.03,1.73,-3.71,5.63e-02,1.97e-04,Soluble,-4.51,8.84e-03,3.09e-05,Moderately soluble,-3.82,4.29e-02,1.50e-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-6.25,0,0,0,0,0,0.55,1,1,0,3.02
Molecule 150,OC(=O)c1ccc(cc1)S(=O)(=O)N(c1ncc2c(c1C1CC1)cccc2)Cc1ccc(cc1)OC(F)(F)F,C27H21F3N2O5S,542.53,38,22,0.19,9,9,1,134.35,105.18,3.26,6.25,8.23,3.55,4.39,5.14,-6.98,5.74e-05,1.06e-07,Poorly soluble,-8.25,3.08e-06,5.68e-09,Poorly soluble,-8.77,9.17e-07,1.69e-09,Poorly soluble,Low,No,No,Yes,Yes,Yes,No,Yes,-5.17,1,3,0,1,1,0.56,0,0,3,3.57
Molecule 151,O=C(c1n[nH]c2c1cccc2)Nc1ccc(cc1)S(=O)(=O)N,C14H12N4O3S,316.34,22,15,0.00,4,5,3,81.30,126.32,0.33,1.29,2.35,0.57,0.71,1.05,-2.85,4.42e-01,1.40e-03,Soluble,-3.54,9.07e-02,2.87e-04,Soluble,-4.98,3.34e-03,1.06e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.31,0,0,0,0,0,0.55,0,0,0,2.11
Molecule 152,OCCN(Cc1ccc(cc1)/C=C/C(=O)NO)CCc1c[nH]c2c1cccc2,C22H25N3O3,379.45,28,15,0.23,10,4,4,109.67,88.59,2.70,2.37,2.46,1.71,3.37,2.52,-3.42,1.44e-01,3.78e-04,Soluble,-3.87,5.11e-02,1.35e-04,Soluble,-6.04,3.46e-04,9.12e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,No,-6.93,0,0,0,0,0,0.55,0,3,2,3.00
Molecule 153,CC[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@H]([C@H](C2)N(C)C)O)c2c(C1)cc1c(c2O)C(=O)c2c(C1=O)cccc2O,C28H33NO8,511.56,37,12,0.50,4,9,4,134.61,136.76,3.46,3.03,2.12,0.19,2.57,2.27,-4.90,6.49e-03,1.27e-05,Moderately soluble,-5.57,1.39e-03,2.71e-06,Moderately soluble,-4.86,7.13e-03,1.39e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-7.27,1,2,0,1,0,0.55,1,0,1,5.82
Molecule 154,C=CC(=O)N[C@H]1C=C(C)c2n(C1)c1ncnc(c1c2c1cnc2c(c1)cccc2)N,C23H20N6O,396.44,30,19,0.13,4,4,2,118.47,98.72,2.99,2.35,3.32,2.09,2.65,2.68,-3.98,4.12e-02,1.04e-04,Soluble,-4.06,3.43e-02,8.65e-05,Moderately soluble,-6.56,1.08e-04,2.74e-07,Poorly soluble,High,No,Yes,Yes,No,Yes,No,Yes,-7.05,0,0,0,0,0,0.55,0,1,1,4.25
