Common_Name,SMILES,MorganFingerprint,Predicted_Prob,Predicted_Activity
Propamidine,N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2)cc1,[0 0 0 ... 0 0 0],0.1778548,0
5-imino-4-(3-trifluoromethyl-phenylazo)-5H-pyrazol-3-ylamine,N=c1nnc(=N)c1=NNc1cccc(C(F)(F)F)c1,[0 0 0 ... 0 0 0],0.177829,0
"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2-METHYL-4-ISOXAZOLYL]-PHENOL",Cc1cc(CCCOc2c(C)cc(-c3coc(C)n3)cc2C)on1,[0 0 0 ... 0 0 0],0.17782237,0
FET F-18,N[C@@H](Cc1ccc(OCC[18F])cc1)C(=O)O,[0 1 0 ... 0 0 0],0.1777979,0
Ceramide NG,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC,[0 1 0 ... 0 0 0],0.17765673,0
Furafylline,N#Cc1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1,[0 0 0 ... 0 0 0],0.17751,0
1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate,O=C(O)c1ccccc1NC[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,[0 1 0 ... 0 0 0],0.17749307,0
Ketanserin,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,[0 0 0 ... 0 0 0],0.17736384,0
PXT 3003,CCOC(=O)c1cnc(NC2CCCCC2)c(NCc2ccccc2)c1,[0 0 1 ... 0 0 0],0.17732783,0
"3-Aza-2,3-Dihydrogeranyl Diphosphate",CC(C)=CCCN(C)CCO[P@@](=O)([O-])OP(=O)([O-])[O-],[0 0 0 ... 0 0 0],0.17732161,0
"(6R)-2-amino-6-[2-(3'-methoxybiphenyl-3-yl)ethyl]-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one",COc1cccc(-c2cccc(CC[C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1,[0 0 0 ... 0 0 0],0.17730169,0
Lithium carbonate,O=C([O-])[O-].[Li+].[Li+],[0 0 0 ... 0 0 0],0.17725964,0
Potassium acetate,CC(=O)[O-].[K+],[0 0 0 ... 0 0 0],0.17725964,0
Aluminum acetate,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Al+3],[0 0 0 ... 0 0 0],0.17725964,0
Tetraferric tricitrate decahydrate,O.O.O.O.O.O.O.O.O.O.O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-].O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-].O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-].[Fe+3].[Fe+3].[Fe+3].[Fe+3],[0 0 0 ... 0 0 1],0.17725964,0
Sodium acetate,CC(=O)[O-].[Na+],[0 0 0 ... 0 0 0],0.17725964,0
Zinc carbonate,O=C([O-])[O-].O=C([O-])[O-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Zn+2].[Zn+2].[Zn+2].[Zn+2].[Zn+2],[0 0 0 ... 0 0 0],0.17725964,0
Sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[0 0 0 ... 0 0 0],0.17725964,0
Carbonate ion,O=C([O-])[O-],[0 0 0 ... 0 0 0],0.17725964,0
Ferric sodium citrate,O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-].[Fe+3].[Na+],[0 0 0 ... 0 0 1],0.17725964,0
Acetate,CC(=O)[O-],[0 0 0 ... 0 0 0],0.17725964,0
Calcium acetate,CC(=O)[O-].CC(=O)[O-].[Ca+2],[0 0 0 ... 0 0 0],0.17725964,0
Bismuth subcitrate potassium,O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-].O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-].[Bi+3].[K+].[K+].[K+].[K+].[K+],[0 0 0 ... 0 0 0],0.17725964,0
Ferrous carbonate,O=C([O-])[O-].[Fe+2],[0 0 0 ... 0 0 0],0.17725964,0
Calcium carbonate,O=C([O-])[O-].[Ca+2],[0 0 0 ... 0 0 0],0.17725964,0
Zinc acetate,CC(=O)[O-].CC(=O)[O-].[Zn+2],[0 0 0 ... 0 0 0],0.17725964,0
Potassium carbonate,O=C([O-])[O-].[K+].[K+],[0 0 0 ... 0 0 0],0.17725964,0
Ammonium carbonate,O=C([O-])[O-].[NH4+].[NH4+],[0 0 0 ... 0 0 0],0.17725964,0
Lanthanum carbonate,O=C([O-])[O-].O=C([O-])[O-].O=C([O-])[O-].[La+3].[La+3],[0 0 0 ... 0 0 0],0.17725964,0
Cerium oxalate,O=C([O-])C(=O)[O-].O=C([O-])C(=O)[O-].O=C([O-])C(=O)[O-].[Ce+3].[Ce+3],[0 0 0 ... 0 0 0],0.17725964,0
Elimusertib,C[C@@H]1COCCN1c1cc(-c2ccnn2C)c2ccnc(-c3ccn[nH]3)c2n1,[0 0 0 ... 0 0 0],0.17721833,0
Linerixibat,CCCC[C@]1(CC)CS(=O)(=O)c2cc(CNC(CC(=O)O)CC(=O)O)c(OC)cc2[C@@H](c2ccccc2)N1,[0 1 0 ... 0 0 0],0.17721541,0
Octylphenoxy polyethoxyethanol,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,[0 0 0 ... 0 0 0],0.17720674,0
Allosamizoline,CN(C)C1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)[C@@H]2O1,[0 0 0 ... 0 0 0],0.17717005,0
"4-amino-7,7-dimethyl-7,8-dihydroquinazolin-5(6H)-one",CC1(C)CC(=O)c2c(N)ncnc2C1,[0 0 0 ... 0 0 0],0.17712073,0
Nilutamide,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,[0 0 0 ... 0 0 0],0.17703141,0
Clonazoline,Clc1ccc(CC2=NCCN2)c2ccccc12,[0 0 0 ... 0 0 0],0.1770094,0
Paroxetine,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,[0 0 0 ... 0 0 0],0.17698409,0
Temafloxacin,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,[0 0 0 ... 0 0 0],0.17688519,0
"5-Heptyl-6-hydroxy-1,3-benzothiazole-4,7-dione",CCCCCCCC1=C(O)c2ncsc2C(=O)C1=O,[0 0 0 ... 0 0 0],0.17686415,0
Ipatasertib,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,[0 1 0 ... 0 0 0],0.17684744,0
"6-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Hexanoic Acid",O=C(O)CCCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,[0 0 0 ... 0 0 0],0.17678627,0
Acalabrutinib,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,[0 0 0 ... 0 0 0],0.1767734,0
Indeglitazar,COc1ccc(S(=O)(=O)n2cc(CCC(=O)O)c3cc(OC)ccc32)cc1,[0 0 0 ... 0 0 0],0.17674099,0
Flucytosine,Nc1nc(=O)[nH]cc1F,[0 0 0 ... 0 0 0],0.1766191,0
Enitociclib,COc1cc(F)ccc1-c1cc(Nc2cc(C[S@@](C)(=N)=O)ccn2)ncc1F,[0 0 0 ... 0 0 0],0.17653191,0
Undecanal,CCCCCCCCCCC=O,[0 0 0 ... 0 0 0],0.17645657,0
Hexadecanal,CCCCCCCCCCCCCCCC=O,[0 0 0 ... 0 0 0],0.17645657,0
Metolazone,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,[0 1 0 ... 0 0 0],0.17643692,0
"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(4-FLUORO-3-METHYL-BENZYLAMIDE)",Cc1cc(CNC(=O)c2cc(C(=O)NCc3ccc(F)c(C)c3)ncn2)ccc1F,[0 0 0 ... 0 0 0],0.17625985,0
Cefalotin,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,[0 0 0 ... 0 0 0],0.1762099,0
Dpb-T,Cc1cn([C@@H]2C[C@@H]3O[C@@](c4ccccc4)(P(=O)(O)O)OC[C@@H]3O2)c(=O)[nH]c1=O,[0 0 0 ... 0 0 0],0.17617103,0
Nivocasan,CC(C)[C@@]1(C(=O)N[C@H]2CC(=O)O[C@]2(O)CF)CC(c2nccc3ccccc23)=NO1,[0 1 0 ... 0 0 0],0.17613289,0
Flupirtine,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,[0 0 0 ... 0 0 0],0.17611806,0
Dopexamine,Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O,[0 0 0 ... 0 0 0],0.17608476,0
ZK-805623,Cc1c(F)c(Oc2cccc(C(=N)N)c2)[nH+]c(Oc2cccc(C(=N)N)c2)c1F,[0 0 0 ... 0 0 0],0.176084,0
Inhibitor BEA409,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(-c2ccsc2)cc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccc(-c2ccsc2)cc1)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C,[0 1 0 ... 0 0 0],0.17605379,0
Alendronic acid,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,[0 0 0 ... 0 0 0],0.17605251,0
Rucaparib,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,[0 0 0 ... 0 0 0],0.1760503,0
2-chloro-5-nitro-N-phenylbenzamide,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl,[0 0 0 ... 0 0 0],0.17593735,0
Vitamin B6 Complexed with 2-Amino-Hexanoic Acid,CCCC[C@H](NCc1c(COP(=O)(O)O)cnc(C)c1O)C(=O)O,[0 1 0 ... 0 0 0],0.17591463,0
Caprospinol,CCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4C[C@@H]5O[C@]6(CC[C@@H](C)CO6)[C@@H](C)[C@@H]5[C@@]4(C)CC[C@@H]32)C1,[0 0 0 ... 0 0 0],0.17590742,0
Ephedrine levulinate,CN[C@@H](C)[C@H](OC(=O)CCC(C)=O)c1ccccc1,[0 1 0 ... 0 0 0],0.17588411,0
"2-[(1R)-1-CARBOXY-2-(4-HYDROXYPHENYL)ETHYL]-1,3-DIOXOISOINDOLINE-5-CARBOXYLIC ACID",O=C(O)c1ccc2c(c1)C(=O)N([C@H](Cc1ccc(O)cc1)C(=O)O)C2=O,[0 1 0 ... 0 0 0],0.17585878,0
Sulfacytine,CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,[0 0 0 ... 1 0 0],0.17585815,0
"{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid",CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)O)c1)c1cc(OC)c(OC)c(OC)c1,[0 1 0 ... 0 0 0],0.17577533,0
SAR443122,CN1C(=O)[C@@H](NC(=O)c2nnc(Cc3ccccc3)[nH]2)COc2cccnc21,[0 0 0 ... 0 1 0],0.17575124,0
ZK-93423,CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC,[0 0 0 ... 0 0 0],0.17572382,0
WIN 55212-2,Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1[C@H](CN1CCOCC1)CO3,[0 0 0 ... 0 0 0],0.17571609,0
PF-04995274,OC1(CN2CCC(COc3noc4cccc(O[C@@H]5CCOC5)c34)CC2)CCOCC1,[0 0 0 ... 0 0 0],0.17569691,0
"(2S)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",C[C@H]1CN=C(N)c2sccc2O1,[0 0 0 ... 0 0 0],0.17566796,0
ethyl 2-amino-4-hydroxypyrimidine-5-carboxylate,CCOC(=O)c1cnc(N)nc1O,[0 0 0 ... 0 0 0],0.17560102,0
Lasalocid,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,[0 1 0 ... 0 0 0],0.17559798,0
CXD101,Cc1nn(C)cc1CN1CCC(c2ccc(C(=O)Nc3ccccc3N)cc2)CC1,[0 0 0 ... 0 0 0],0.17559794,0
Neoarsphenamine,Nc1cc([As]=[As]c2ccc(O)c(NCOS[O-])c2)ccc1O.[Na+],[0 0 0 ... 0 0 0],0.17535639,0
Clenbuterol,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,[0 1 0 ... 0 0 0],0.1752893,0
Butamben,CCCCOC(=O)c1ccc(N)cc1,[0 0 0 ... 0 0 0],0.17522769,0
alpha-Amyl cinnamaldehyde,CCCCC/C(C=O)=C/c1ccccc1,[0 0 0 ... 0 0 0],0.17521717,0
Loxicodegol,COCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,[0 0 0 ... 0 0 0],0.17518096,0
Iscotrizinol,CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(C(=O)NC(C)(C)C)cc3)nc(Nc3ccc(C(=O)OCC(CC)CCCC)cc3)n2)cc1,[0 1 0 ... 0 0 0],0.1750891,0
Chiglitazar,O=C(c1ccc(F)cc1)c1ccccc1N[C@@H](Cc1ccc(OCCn2c3ccccc3c3ccccc32)cc1)C(=O)O,[0 1 0 ... 0 0 0],0.17504615,0
"6-(2-phenoxyethoxy)-1,3,5-triazine-2,4-diamine",Nc1nc(N)nc(OCCOc2ccccc2)n1,[0 0 0 ... 0 0 0],0.17501308,0
C31G,CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-].CCCCCCCCCCCC[N+](C)(C)[O-],[0 0 0 ... 0 0 0],0.17501135,0
Baloxavir,O=C1c2c(O)c(=O)ccn2N([C@@H]2c3ccccc3SCc3c2ccc(F)c3F)[C@@H]2COCCN12,[0 0 0 ... 0 0 0],0.17500523,0
"(5S)-2-{[(1S)-1-(2-fluorophenyl)ethyl]amino}-5-methyl-5-(trifluoromethyl)-1,3-thiazol-4(5H)-one",C[C@H](NC1=NC(=O)[C@@](C)(C(F)(F)F)S1)c1ccccc1F,[0 1 0 ... 0 0 0],0.17497246,0
"7-(1,1-Dioxo-1h-Benzo[D]Isothiazol-3-Yloxymethyl)-2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid",O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCO[C@H]2COC1=NS(=O)(=O)c2ccccc21,[0 0 0 ... 0 0 0],0.17496178,0
Diphenylguanidine,N=C(Nc1ccccc1)Nc1ccccc1,[0 0 0 ... 0 0 0],0.17494494,0
4-AMINO-2-TRIFLUOROMETHYL-5-HYDROXYMETHYLPYRIMIDINE PYROPHOSPHATE,Nc1nc(C(F)(F)F)ncc1CO[P@](=O)(O)OP(=O)(O)O,[0 0 0 ... 0 0 0],0.17484072,0
Uric acid,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,[0 0 0 ... 0 0 0],0.17483617,0
"5-[Bis-2(Chloro-Ethyl)-Amino]-2,4-Dintro-Benzamide",NC(=O)c1cc(N(CCCl)CCCl)c([N+](=O)[O-])cc1[N+](=O)[O-],[0 0 0 ... 0 0 0],0.17483397,0
"(3R)-3-(FLUOROMETHYL)-N-(3,3,3-TRIFLUOROPROPYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE",O=S(=O)(NCCC(F)(F)F)c1ccc2c(c1)CN[C@@H](CF)C2,[0 0 0 ... 0 0 0],0.17476627,0
"(2S,3S)-3-{3-[4-(METHYLSULFONYL)PHENYL]-1,2,4-OXADIAZOL-5-YL}-1-OXO-1-PYRROLIDIN-1-YLBUTAN-2-AMINE",C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2)no1)[C@H](N)C(=O)N1CCCC1,[0 1 0 ... 0 0 0],0.17471285,0
ABX-196,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1O[C@H](CNC(C)=O)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,[0 1 0 ... 0 0 0],0.17468643,0
Tretinoin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,[0 0 0 ... 0 0 0],0.17456429,0
Isotretinoin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,[0 0 0 ... 0 0 0],0.17456429,0
Alitretinoin,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,[0 0 0 ... 0 0 0],0.17456429,0
2-deoxyglucose,O=CC[C@@H](O)[C@H](O)[C@H](O)CO,[0 1 0 ... 0 0 0],0.17454028,0
Gamithromycin,CCCN1C[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@H]1C,[0 0 0 ... 0 0 0],0.17452204,0
6-(cyclohexylamino)-9-[2-(4-methylpiperazin-1-yl)-ethyl]-9H-purine-2-carbonitrile,CN1CCN(CCn2cnc3c(NC4CCCCC4)nc(C#N)nc32)CC1,[0 0 1 ... 0 0 0],0.17447573,0
CBP-501,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H](Cc1c(F)c(F)c(F)c(F)c1F)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CO)NC(=O)[C@H](N)Cc1ccc(C(=O)c2ccccc2)cc1)C(=O)O,[0 1 1 ... 0 0 0],0.17443581,0
Amfecloral,CC(Cc1ccccc1)/N=C/C(Cl)(Cl)Cl,[0 1 0 ... 0 0 0],0.17439054,0
Bismuth subcarbonate,O=C([O-])[O-].[Bi+3].[Bi+3].[O-2].[O-2],[0 0 0 ... 0 0 0],0.17425287,0
Iron (III) oxide adipate,O=C([O-])CCCCC(=O)[O-],[0 0 0 ... 0 0 0],0.17425287,0
Sodium oxybate,O=C([O-])CCCO.[Na+],[0 0 0 ... 0 0 0],0.17425287,0
N-(5'-Phosphopyridoxyl)-D-Alanine,Cc1ncc(COP(=O)(O)O)c(CN[C@H](C)C(=O)O)c1O,[0 1 0 ... 0 0 0],0.17423345,0
N-(5'-phosphopyridoxyl)-L-alanine,Cc1ncc(COP(=O)(O)O)c(CN[C@@H](C)C(=O)O)c1O,[0 1 0 ... 0 0 0],0.17423345,0
ASC-JM-17,COc1ccc(/C=C/C(=O)C(CC2CCC2)C(=O)/C=C/c2ccc(OC)c(OC)c2)cc1OC,[0 1 0 ... 0 0 0],0.17421664,0
(2-CARBAMOYLMETHYL-5-PROPYL-OCTAHYDRO-INDOL-7-YL)ACETIC ACID,CCCc1cc(CC(=O)O)c2[nH]c(CC(N)=O)cc2c1,[0 0 0 ... 0 0 0],0.17413916,0
Trans-O-Hydroxy-Alpha-Methyl Cinnamate,C[C@H](Cc1ccccc1O)C(=O)O,[0 1 0 ... 0 0 0],0.17413208,0
Saroglitazar,CCO[C@@H](Cc1ccc(OCCn2c(C)ccc2-c2ccc(SC)cc2)cc1)C(=O)O,[0 1 0 ... 0 0 0],0.1740396,0
HSD-016,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1cccc([C@@](C)(O)C(F)(F)F)c1,[0 0 0 ... 0 0 0],0.17400075,0
"3-(5-Amino-7-oxo-3,7-dihydro-2H-[1,2,3]triazolo[4,5-d]pyrimidin-2-yl)-N-(2-{[2-(hydroxymethyl)phenyl]sulfanyl}benzyl)benzamide",Nc1nc2[nH]n(-c3cccc(C(=O)NCc4ccccc4Sc4ccccc4CO)c3)nc-2c(=O)n1,[0 1 0 ... 0 0 0],0.17394483,0
Ocaperidone,Cc1nc2c(C)cccn2c(=O)c1CCN1CCC(c2noc3cc(F)ccc23)CC1,[0 0 0 ... 0 0 0],0.17392026,0
GDC-0134,Nc1ncc(-c2cc(N3C[C@@H]4C[C@H]3CO4)nc(N3CCC(F)(F)C3)n2)cc1OC(F)F,[0 1 0 ... 0 0 0],0.17387292,0
Theophylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O,[1 0 0 ... 0 0 0],0.17381795,0
3-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}propane-1-thiol,CC#CCOc1ccc(S(=O)(=O)CCCS)cc1,[0 0 0 ... 0 0 0],0.17380458,0
"5-[(3S)-3-(2-methoxybiphenyl-4-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",COc1cc([C@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1ccccc1,[0 1 0 ... 0 0 0],0.17380166,0
N4-Hydroxycytidine,O=c1nc(NO)ccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,[0 0 0 ... 1 0 0],0.17363653,0
Phendimetrazine,C[C@H]1[C@H](c2ccccc2)OCCN1C,[0 0 0 ... 0 0 0],0.17357183,0
Vasoactive intestinal peptide,CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(C)C)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)O,[1 1 0 ... 0 0 0],0.17355068,0
"4,5-Dehydro-D-Glucuronic Acid",O=C(O)C1=C[C@H](O)[C@@H](O)[C@H](O)O1,[0 0 0 ... 0 0 0],0.17353615,0
4-Deoxy-D-Mannuronic Acid,O=C(O)C1=C[C@H](O)[C@H](O)[C@H](O)O1,[0 0 0 ... 0 0 0],0.17353615,0
KOS-2187,COC1(C)CC(OC2C(C)C(=O)OC(c3ccccc3)C(C)(O)C(O)C(C)C(O)C(C)CC(C)(O)C(OC3OC(C)CC(N(C)C(C)C)C3O)C2C)OC(C)C1O,[0 1 0 ... 0 0 0],0.17346145,0
Clostebol acetate,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=C(Cl)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C,[0 0 0 ... 0 0 0],0.1734608,0
Mexiletine,Cc1cccc(C)c1OCC(C)N,[0 1 0 ... 0 0 0],0.17345598,0
"(2R)-1-(2,6-dimethylphenoxy)propan-2-amine",Cc1cccc(C)c1OC[C@@H](C)N,[0 1 0 ... 0 0 0],0.17345598,0
"2-fluoro-6-{[2-({2-methoxy-4-[(methylsulfonyl)methyl]phenyl}amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino}benzamide",COc1cc(CS(C)(=O)=O)ccc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,[0 0 1 ... 0 0 0],0.17337474,0
Ethyl piperidinoacetylaminobenzoate,CCOC(=O)c1ccc(NC(=O)CN2CCCCC2)cc1,[0 0 1 ... 0 0 0],0.17335767,0
Dinoprost,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,[0 1 0 ... 0 0 0],0.17331463,0
ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE,CCOC(=O)CCc1ccc(S(N)(=O)=O)cc1,[0 0 0 ... 0 0 0],0.17322558,0
Selurampanel,CC(C)c1cc2[nH]c(=O)n(NS(C)(=O)=O)c(=O)c2cc1-c1ccnn1C,[0 1 0 ... 0 0 0],0.17316663,0
5-methylcytidine 5'-monophosphate,Cc1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)nc1N,[0 0 0 ... 0 0 0],0.17316115,0
5-amino-2-methyl-N-[(1R)-1-naphthalen-1-ylethyl]benzamide,Cc1ccc(N)cc1C(=O)N[C@H](C)c1cccc2ccccc12,[0 1 0 ... 0 0 0],0.1729614,0
"1,3-bis-([[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-ethyl]-amino-carbonyloxy)-2-amino-propane",NC(CO/C(O)=N/CCNc1c(NCCCN2CCN(CCC/N=C(\O)c3cc(OC4OC(CO)C(O)C(O)C4O)cc([N+](=O)[O-])c3)CC2)c(=O)c1=O)CO/C(O)=N/CCNc1c(NCCCN2CCN(CCC/N=C(\O)c3cc(O[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)cc([N+](=O)[O-])c3)CC2)c(=O)c1=O,[0 1 0 ... 0 0 0],0.17292427,0
"3-(1,1-dioxido-4H-1,2,4-benzothiadiazin-3-yl)-4-hydroxy-1-(3-methylbutyl)quinolin-2(1H)-one",CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,[0 1 0 ... 0 0 0],0.17291012,0
Abacavir,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,[0 0 0 ... 0 0 0],0.17267886,0
Antipain,CC(C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(=O)N[C@H](C=O)CCCNC(=N)N,[0 1 0 ... 0 0 0],0.1726569,0
Hydroxyprogesterone caproate,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,[0 0 0 ... 0 0 0],0.17261544,0
"N-[4-hydroxymethyl-cyclohexan-6-yl-1,2,3-triol]-4,6-dideoxy-4-aminoglucopyranoside",C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,[0 0 0 ... 1 0 0],0.17252749,0
